id,name,handle,location,contact_phone,contact_email,wallet,amount_inr,date,source_channel,snippet
6000,Priya Verma,@priya_verma_57,"Kolkata, West Bengal",+917910232025,priya.verma701@secure-mail.org,0x122643073e795ff4945a71326ba5a5e1bec8ffe2,25000,2025-07-29T04:13:04,CyberShield Advisory,"Consignment transit record #6000. Operative Contact: Priya Verma (@priya_verma_57), Phone: +917910232025, Email: priya.verma701@secure-mail.org, Location Corridor: Kolkata, West Bengal. Escrow settlement wallet: 0x122643073e795ff4945a71326ba5a5e1bec8ffe2. Valuation: INR 25,000."
6001,Manish Deshmukh,@manish_deshmukh_94,"Faridabad, Haryana",+916656053163,manish.deshmukh704@secure-mail.org,0xe2ce96e1656ce1ccf6f2fb9b7d976cb8d938b8b6,1500000,2025-04-21T12:05:38,Darknet Market Relay,"Consignment transit record #6001. Operative Contact: Manish Deshmukh (@manish_deshmukh_94), Phone: +916656053163, Email: manish.deshmukh704@secure-mail.org, Location Corridor: Faridabad, Haryana. Escrow settlement wallet: 0xe2ce96e1656ce1ccf6f2fb9b7d976cb8d938b8b6. Valuation: INR 1,500,000."
6002,Sameer Rao,@sameer_rao_37,"Guwahati, Assam",+919752197110,sameer.rao309@secure-mail.org,0x69428f0b9195e9057865f1f537a34f7da620a4a1,500000,2025-03-03T06:41:18,Public Transit Logistics,"Consignment transit record #6002. Operative Contact: Sameer Rao (@sameer_rao_37), Phone: +919752197110, Email: sameer.rao309@secure-mail.org, Location Corridor: Guwahati, Assam. Escrow settlement wallet: 0x69428f0b9195e9057865f1f537a34f7da620a4a1. Valuation: INR 500,000."
6003,Priya Nair,@priya_nair_75,"Vijayawada, Andhra Pradesh",+917032544986,priya.nair65@secure-mail.org,0xa6b7d9f532c5856a6ddaf6978068c1c27c8d40cd,120000,2025-02-11T23:02:50,Northern Route Dispatch,"Consignment transit record #6003. Operative Contact: Priya Nair (@priya_nair_75), Phone: +917032544986, Email: priya.nair65@secure-mail.org, Location Corridor: Vijayawada, Andhra Pradesh. Escrow settlement wallet: 0xa6b7d9f532c5856a6ddaf6978068c1c27c8d40cd. Valuation: INR 120,000."
6004,Ananya Verma,@ananya_verma_73,"Aurangabad, Maharashtra",+919284070087,ananya.verma317@secure-mail.org,0x5c816baf562c779404a1b0f56ce0cda0fd76a27f,25000,2026-01-04T00:33:12,CyberShield Advisory,"Consignment transit record #6004. Operative Contact: Ananya Verma (@ananya_verma_73), Phone: +919284070087, Email: ananya.verma317@secure-mail.org, Location Corridor: Aurangabad, Maharashtra. Escrow settlement wallet: 0x5c816baf562c779404a1b0f56ce0cda0fd76a27f. Valuation: INR 25,000."
6005,Sneha Singh,@sneha_singh_48,"Allahabad, Uttar Pradesh",+919937128254,sneha.singh200@secure-mail.org,0x430c5bf9bfb2afb6cc8c92fee153bce31636bbd7,25000,2025-06-01T02:11:12,Encrypted Comm Desk,"Consignment transit record #6005. Operative Contact: Sneha Singh (@sneha_singh_48), Phone: +919937128254, Email: sneha.singh200@secure-mail.org, Location Corridor: Allahabad, Uttar Pradesh. Escrow settlement wallet: 0x430c5bf9bfb2afb6cc8c92fee153bce31636bbd7. Valuation: INR 25,000."
6006,Nikhil Verma,@nikhil_verma_45,"Agra, Uttar Pradesh",+916017611976,nikhil.verma571@secure-mail.org,0x6219118dcee75d799acbf76eb00c6521707bc6d4,25000,2025-08-18T09:26:03,Darknet Market Relay,"Consignment transit record #6006. Operative Contact: Nikhil Verma (@nikhil_verma_45), Phone: +916017611976, Email: nikhil.verma571@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0x6219118dcee75d799acbf76eb00c6521707bc6d4. Valuation: INR 25,000."
6007,Ananya Mehta,@ananya_mehta_13,"Indore, Madhya Pradesh",+917156033456,ananya.mehta901@secure-mail.org,0xbbdbdf047bee98e5687a536f646219465b4952e7,75000,2026-02-15T13:58:05,Supply Chain Monitor,"Consignment transit record #6007. Operative Contact: Ananya Mehta (@ananya_mehta_13), Phone: +917156033456, Email: ananya.mehta901@secure-mail.org, Location Corridor: Indore, Madhya Pradesh. Escrow settlement wallet: 0xbbdbdf047bee98e5687a536f646219465b4952e7. Valuation: INR 75,000."
6008,Karan Rao,@karan_rao_97,"Agra, Uttar Pradesh",+919574498762,karan.rao47@secure-mail.org,0xe4d5b3f95b642142d4aab994e0eb9965ba887853,850000,2026-01-21T16:34:50,Freight & Escrow Hub,"Consignment transit record #6008. Operative Contact: Karan Rao (@karan_rao_97), Phone: +919574498762, Email: karan.rao47@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0xe4d5b3f95b642142d4aab994e0eb9965ba887853. Valuation: INR 850,000."
6009,Riya Singh,@riya_singh_70,"Lucknow, Uttar Pradesh",+919235667106,riya.singh958@secure-mail.org,0x795f5a9f2477aea8d038664d69dfb7c04d9e424d,500000,2025-03-23T16:31:35,Northern Route Dispatch,"Consignment transit record #6009. Operative Contact: Riya Singh (@riya_singh_70), Phone: +919235667106, Email: riya.singh958@secure-mail.org, Location Corridor: Lucknow, Uttar Pradesh. Escrow settlement wallet: 0x795f5a9f2477aea8d038664d69dfb7c04d9e424d. Valuation: INR 500,000."
6010,Aditya Chawla,@aditya_chawla_62,"Jabalpur, Madhya Pradesh",+918285191287,aditya.chawla892@secure-mail.org,0xc4bc50cb91a3922f98ebba6be7009f3f4722d924,25000,2026-02-25T13:32:56,Global Trade Intercepts,"Consignment transit record #6010. Operative Contact: Aditya Chawla (@aditya_chawla_62), Phone: +918285191287, Email: aditya.chawla892@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0xc4bc50cb91a3922f98ebba6be7009f3f4722d924. Valuation: INR 25,000."
6011,Vikram Saxena,@vikram_saxena_17,"Moradabad, Uttar Pradesh",+919099572370,vikram.saxena742@secure-mail.org,0x38432fb9cfe775d9742d8d16e870df7fc5aa7ea6,75000,2025-08-25T15:25:42,Freight & Escrow Hub,"Consignment transit record #6011. Operative Contact: Vikram Saxena (@vikram_saxena_17), Phone: +919099572370, Email: vikram.saxena742@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0x38432fb9cfe775d9742d8d16e870df7fc5aa7ea6. Valuation: INR 75,000."
6012,Rohan Saxena,@rohan_saxena_16,"Coimbatore, Tamil Nadu",+918044344232,rohan.saxena90@secure-mail.org,0x13c6e62e68d5dd0c034e201b292ffb17fc31381c,120000,2025-05-04T07:45:41,Encrypted Comm Desk,"Consignment transit record #6012. Operative Contact: Rohan Saxena (@rohan_saxena_16), Phone: +918044344232, Email: rohan.saxena90@secure-mail.org, Location Corridor: Coimbatore, Tamil Nadu. Escrow settlement wallet: 0x13c6e62e68d5dd0c034e201b292ffb17fc31381c. Valuation: INR 120,000."
6013,Farhan Verma,@farhan_verma_80,"Amritsar, Punjab",+917381013227,farhan.verma277@secure-mail.org,0xa9cce86a901bb083668b99f1459c6c5b19cbadb1,50000,2025-01-02T13:27:35,Crypto Exchange Node,"Consignment transit record #6013. Operative Contact: Farhan Verma (@farhan_verma_80), Phone: +917381013227, Email: farhan.verma277@secure-mail.org, Location Corridor: Amritsar, Punjab. Escrow settlement wallet: 0xa9cce86a901bb083668b99f1459c6c5b19cbadb1. Valuation: INR 50,000."
6014,Neha Saxena,@neha_saxena_15,"Jabalpur, Madhya Pradesh",+917849451539,neha.saxena429@secure-mail.org,0x0c7ac4f7e251df2b0ed654cd907e726866d08659,500000,2025-02-27T01:28:35,Public Transit Logistics,"Consignment transit record #6014. Operative Contact: Neha Saxena (@neha_saxena_15), Phone: +917849451539, Email: neha.saxena429@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0x0c7ac4f7e251df2b0ed654cd907e726866d08659. Valuation: INR 500,000."
6015,Dev Kapoor,@dev_kapoor_62,"Ghaziabad, Uttar Pradesh",+916530106907,dev.kapoor938@secure-mail.org,0x20795df93f6c3eb8d94bf556fc3967ce04bdc611,50000,2025-03-17T13:25:46,CyberShield Advisory,"Consignment transit record #6015. Operative Contact: Dev Kapoor (@dev_kapoor_62), Phone: +916530106907, Email: dev.kapoor938@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0x20795df93f6c3eb8d94bf556fc3967ce04bdc611. Valuation: INR 50,000."
6016,Sneha Bose,@sneha_bose_68,"Jaipur, Rajasthan",+918921237933,sneha.bose984@secure-mail.org,0x6fa871ef23a7de1d64ba9d04581ad9059ea73567,25000,2025-06-10T03:19:50,CyberShield Advisory,"Consignment transit record #6016. Operative Contact: Sneha Bose (@sneha_bose_68), Phone: +918921237933, Email: sneha.bose984@secure-mail.org, Location Corridor: Jaipur, Rajasthan. Escrow settlement wallet: 0x6fa871ef23a7de1d64ba9d04581ad9059ea73567. Valuation: INR 25,000."
6017,Farhan Kapoor,@farhan_kapoor_45,"Guwahati, Assam",+916769041881,farhan.kapoor757@secure-mail.org,0x0f976e6862d094efb124abd93f403c51f32c7aa6,75000,2025-12-21T20:10:18,Northern Route Dispatch,"Consignment transit record #6017. Operative Contact: Farhan Kapoor (@farhan_kapoor_45), Phone: +916769041881, Email: farhan.kapoor757@secure-mail.org, Location Corridor: Guwahati, Assam. Escrow settlement wallet: 0x0f976e6862d094efb124abd93f403c51f32c7aa6. Valuation: INR 75,000."
6018,Farhan Mehta,@farhan_mehta_32,"Bareilly, Uttar Pradesh",+916223941170,farhan.mehta594@secure-mail.org,0xc4e2767560c37dc04d1b54575b706bc617d1a43e,1500000,2025-04-07T02:25:10,Encrypted Comm Desk,"Consignment transit record #6018. Operative Contact: Farhan Mehta (@farhan_mehta_32), Phone: +916223941170, Email: farhan.mehta594@secure-mail.org, Location Corridor: Bareilly, Uttar Pradesh. Escrow settlement wallet: 0xc4e2767560c37dc04d1b54575b706bc617d1a43e. Valuation: INR 1,500,000."
6019,Farhan Patel,@farhan_patel_73,"Moradabad, Uttar Pradesh",+918287142464,farhan.patel747@secure-mail.org,0x44d3aa147457283ea5e150500ba1f828d8cf5b8f,75000,2026-02-20T02:45:30,CyberShield Advisory,"Consignment transit record #6019. Operative Contact: Farhan Patel (@farhan_patel_73), Phone: +918287142464, Email: farhan.patel747@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0x44d3aa147457283ea5e150500ba1f828d8cf5b8f. Valuation: INR 75,000."
6020,Sameer Khan,@sameer_khan_90,"Moradabad, Uttar Pradesh",+919879727999,sameer.khan455@secure-mail.org,0x7db39fb8dbba992eb5d4f9a7423b759bcf7c675f,250000,2026-01-03T18:11:46,Supply Chain Monitor,"Consignment transit record #6020. Operative Contact: Sameer Khan (@sameer_khan_90), Phone: +919879727999, Email: sameer.khan455@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0x7db39fb8dbba992eb5d4f9a7423b759bcf7c675f. Valuation: INR 250,000."
6021,Pooja Mehta,@pooja_mehta_53,"Kolkata, West Bengal",+916852810032,pooja.mehta436@secure-mail.org,0x3eaa626897a6d68c43b7129fb940ce5198aedd94,120000,2026-02-25T18:42:55,Global Trade Intercepts,"Consignment transit record #6021. Operative Contact: Pooja Mehta (@pooja_mehta_53), Phone: +916852810032, Email: pooja.mehta436@secure-mail.org, Location Corridor: Kolkata, West Bengal. Escrow settlement wallet: 0x3eaa626897a6d68c43b7129fb940ce5198aedd94. Valuation: INR 120,000."
6022,Aarav Bose,@aarav_bose_71,"Bhopal, Madhya Pradesh",+916191620796,aarav.bose95@secure-mail.org,0x196a6c2e70ea91490534385c7c27bdd91de8519a,250000,2025-08-18T07:43:25,Northern Route Dispatch,"Consignment transit record #6022. Operative Contact: Aarav Bose (@aarav_bose_71), Phone: +916191620796, Email: aarav.bose95@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0x196a6c2e70ea91490534385c7c27bdd91de8519a. Valuation: INR 250,000."
6023,Kavita Chawla,@kavita_chawla_75,"Bhopal, Madhya Pradesh",+917578079493,kavita.chawla859@secure-mail.org,0xeead952990603378afb8db353133e7f19fc0534b,250000,2025-06-25T14:03:29,Global Trade Intercepts,"Consignment transit record #6023. Operative Contact: Kavita Chawla (@kavita_chawla_75), Phone: +917578079493, Email: kavita.chawla859@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0xeead952990603378afb8db353133e7f19fc0534b. Valuation: INR 250,000."
6024,Aditya Bose,@aditya_bose_35,"Solapur, Maharashtra",+919255547850,aditya.bose546@secure-mail.org,0xbb1466c8f55441868eb044047c220054df8dc9f5,500000,2025-12-27T00:06:24,Global Trade Intercepts,"Consignment transit record #6024. Operative Contact: Aditya Bose (@aditya_bose_35), Phone: +919255547850, Email: aditya.bose546@secure-mail.org, Location Corridor: Solapur, Maharashtra. Escrow settlement wallet: 0xbb1466c8f55441868eb044047c220054df8dc9f5. Valuation: INR 500,000."
6025,Pooja Kapoor,@pooja_kapoor_10,"Solapur, Maharashtra",+916031917346,pooja.kapoor819@secure-mail.org,0xbacda34ee92f6cf428e8a04cfbc8ca6bd41dbbba,25000,2025-09-24T19:36:56,Global Trade Intercepts,"Consignment transit record #6025. Operative Contact: Pooja Kapoor (@pooja_kapoor_10), Phone: +916031917346, Email: pooja.kapoor819@secure-mail.org, Location Corridor: Solapur, Maharashtra. Escrow settlement wallet: 0xbacda34ee92f6cf428e8a04cfbc8ca6bd41dbbba. Valuation: INR 25,000."
6026,Ananya Rao,@ananya_rao_51,"Moradabad, Uttar Pradesh",+917482296016,ananya.rao841@secure-mail.org,0xd95e4d8e3ca9cc9bf8dd65c02f4ba5d66ec3034f,25000,2025-03-03T12:50:13,Public Transit Logistics,"Consignment transit record #6026. Operative Contact: Ananya Rao (@ananya_rao_51), Phone: +917482296016, Email: ananya.rao841@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0xd95e4d8e3ca9cc9bf8dd65c02f4ba5d66ec3034f. Valuation: INR 25,000."
6027,Kabir Khan,@kabir_khan_33,"Vijayawada, Andhra Pradesh",+916479354411,kabir.khan260@secure-mail.org,0xbd2949d0d18d1f00751cb352c9f56a77efdab79d,75000,2025-12-17T01:35:02,Global Trade Intercepts,"Consignment transit record #6027. Operative Contact: Kabir Khan (@kabir_khan_33), Phone: +916479354411, Email: kabir.khan260@secure-mail.org, Location Corridor: Vijayawada, Andhra Pradesh. Escrow settlement wallet: 0xbd2949d0d18d1f00751cb352c9f56a77efdab79d. Valuation: INR 75,000."
6028,Tanvi Mehta,@tanvi_mehta_54,"Bengaluru, Karnataka",+919645950820,tanvi.mehta736@secure-mail.org,0xaa1ee259e4c98c03708ebfe00431e707cc4bc4fb,1500000,2025-08-24T04:29:40,Freight & Escrow Hub,"Consignment transit record #6028. Operative Contact: Tanvi Mehta (@tanvi_mehta_54), Phone: +919645950820, Email: tanvi.mehta736@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0xaa1ee259e4c98c03708ebfe00431e707cc4bc4fb. Valuation: INR 1,500,000."
6029,Farhan Yadav,@farhan_yadav_60,"Chennai, Tamil Nadu",+917097652769,farhan.yadav974@secure-mail.org,0xcf646f36f7dd0a6b55e316c024951df437060716,850000,2025-07-25T04:00:26,CyberShield Advisory,"Consignment transit record #6029. Operative Contact: Farhan Yadav (@farhan_yadav_60), Phone: +917097652769, Email: farhan.yadav974@secure-mail.org, Location Corridor: Chennai, Tamil Nadu. Escrow settlement wallet: 0xcf646f36f7dd0a6b55e316c024951df437060716. Valuation: INR 850,000."
6030,Rahul Patel,@rahul_patel_69,"Srinagar, Jammu & Kashmir",+916879010549,rahul.patel986@secure-mail.org,0x9dc2719fa5f7dad499e7ffd7c460620b89428e88,1500000,2026-01-11T00:42:05,Supply Chain Monitor,"Consignment transit record #6030. Operative Contact: Rahul Patel (@rahul_patel_69), Phone: +916879010549, Email: rahul.patel986@secure-mail.org, Location Corridor: Srinagar, Jammu & Kashmir. Escrow settlement wallet: 0x9dc2719fa5f7dad499e7ffd7c460620b89428e88. Valuation: INR 1,500,000."
6031,Nikhil Reddy,@nikhil_reddy_43,"Moradabad, Uttar Pradesh",+918571843422,nikhil.reddy695@secure-mail.org,0xfd930ff7e22297c532883f239843b8ae709eb9f3,250000,2025-02-24T09:26:08,Supply Chain Monitor,"Consignment transit record #6031. Operative Contact: Nikhil Reddy (@nikhil_reddy_43), Phone: +918571843422, Email: nikhil.reddy695@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0xfd930ff7e22297c532883f239843b8ae709eb9f3. Valuation: INR 250,000."
6032,Nikhil Yadav,@nikhil_yadav_73,"Howrah, West Bengal",+919134284516,nikhil.yadav771@secure-mail.org,0xdd4be60ad95fe520924e21ea5b0991d131584470,75000,2025-07-18T06:04:26,Supply Chain Monitor,"Consignment transit record #6032. Operative Contact: Nikhil Yadav (@nikhil_yadav_73), Phone: +919134284516, Email: nikhil.yadav771@secure-mail.org, Location Corridor: Howrah, West Bengal. Escrow settlement wallet: 0xdd4be60ad95fe520924e21ea5b0991d131584470. Valuation: INR 75,000."
6033,Vikram Deshmukh,@vikram_deshmukh_33,"Aurangabad, Maharashtra",+917014444891,vikram.deshmukh861@secure-mail.org,0x44763dba7462bc99e5c4b45de6f9e9591c8dedd8,850000,2025-08-08T04:43:38,Encrypted Comm Desk,"Consignment transit record #6033. Operative Contact: Vikram Deshmukh (@vikram_deshmukh_33), Phone: +917014444891, Email: vikram.deshmukh861@secure-mail.org, Location Corridor: Aurangabad, Maharashtra. Escrow settlement wallet: 0x44763dba7462bc99e5c4b45de6f9e9591c8dedd8. Valuation: INR 850,000."
6034,Neha Khan,@neha_khan_60,"Chandigarh, Punjab/Haryana",+918530316573,neha.khan941@secure-mail.org,0x39a26f2c02b418f7e9ec0328e81cd998308584ca,25000,2025-08-01T18:17:41,Darknet Market Relay,"Consignment transit record #6034. Operative Contact: Neha Khan (@neha_khan_60), Phone: +918530316573, Email: neha.khan941@secure-mail.org, Location Corridor: Chandigarh, Punjab/Haryana. Escrow settlement wallet: 0x39a26f2c02b418f7e9ec0328e81cd998308584ca. Valuation: INR 25,000."
6035,Imran Yadav,@imran_yadav_96,"Solapur, Maharashtra",+917876270552,imran.yadav85@secure-mail.org,0x233fccc14f559cd9d111cabdae96e2582b96912a,850000,2025-10-03T03:37:20,Metro Corridor Relay,"Consignment transit record #6035. Operative Contact: Imran Yadav (@imran_yadav_96), Phone: +917876270552, Email: imran.yadav85@secure-mail.org, Location Corridor: Solapur, Maharashtra. Escrow settlement wallet: 0x233fccc14f559cd9d111cabdae96e2582b96912a. Valuation: INR 850,000."
6036,Dev Gupta,@dev_gupta_86,"Kanpur, Uttar Pradesh",+916355227241,dev.gupta832@secure-mail.org,0x656b93cef49aac7293fce068a57823aaf4ccfd3c,50000,2026-01-06T22:53:01,CyberShield Advisory,"Consignment transit record #6036. Operative Contact: Dev Gupta (@dev_gupta_86), Phone: +916355227241, Email: dev.gupta832@secure-mail.org, Location Corridor: Kanpur, Uttar Pradesh. Escrow settlement wallet: 0x656b93cef49aac7293fce068a57823aaf4ccfd3c. Valuation: INR 50,000."
6037,Riya Reddy,@riya_reddy_11,"Dhanbad, Jharkhand",+916268172657,riya.reddy531@secure-mail.org,0xee57f9203cc9c2deb03d3c1b9e72f017eaf61d67,25000,2025-08-26T07:04:08,Crypto Exchange Node,"Consignment transit record #6037. Operative Contact: Riya Reddy (@riya_reddy_11), Phone: +916268172657, Email: riya.reddy531@secure-mail.org, Location Corridor: Dhanbad, Jharkhand. Escrow settlement wallet: 0xee57f9203cc9c2deb03d3c1b9e72f017eaf61d67. Valuation: INR 25,000."
6038,Kabir Rao,@kabir_rao_64,"Jodhpur, Rajasthan",+917800491628,kabir.rao251@secure-mail.org,0xc59dd4aece3946e579ca554817c496d19d4ed571,120000,2025-07-07T16:24:35,Northern Route Dispatch,"Consignment transit record #6038. Operative Contact: Kabir Rao (@kabir_rao_64), Phone: +917800491628, Email: kabir.rao251@secure-mail.org, Location Corridor: Jodhpur, Rajasthan. Escrow settlement wallet: 0xc59dd4aece3946e579ca554817c496d19d4ed571. Valuation: INR 120,000."
6039,Neha Verma,@neha_verma_29,"Gwalior, Madhya Pradesh",+917993169506,neha.verma638@secure-mail.org,0xe3c9deb6458594c2c519e309de4b1e78e4d8370c,250000,2025-07-23T19:17:30,CyberShield Advisory,"Consignment transit record #6039. Operative Contact: Neha Verma (@neha_verma_29), Phone: +917993169506, Email: neha.verma638@secure-mail.org, Location Corridor: Gwalior, Madhya Pradesh. Escrow settlement wallet: 0xe3c9deb6458594c2c519e309de4b1e78e4d8370c. Valuation: INR 250,000."
6040,Dev Sharma,@dev_sharma_48,"Allahabad, Uttar Pradesh",+916937509529,dev.sharma338@secure-mail.org,0xa80042fdcacde0a1bb7ae48f2134e92ff7627303,850000,2025-06-30T06:28:31,Freight & Escrow Hub,"Consignment transit record #6040. Operative Contact: Dev Sharma (@dev_sharma_48), Phone: +916937509529, Email: dev.sharma338@secure-mail.org, Location Corridor: Allahabad, Uttar Pradesh. Escrow settlement wallet: 0xa80042fdcacde0a1bb7ae48f2134e92ff7627303. Valuation: INR 850,000."
6041,Aarav Bhatia,@aarav_bhatia_21,"Chandigarh, Punjab/Haryana",+917441143599,aarav.bhatia50@secure-mail.org,0xddea587154bf8853a1f5a78a666f801122471f68,75000,2025-03-22T23:47:30,Global Trade Intercepts,"Consignment transit record #6041. Operative Contact: Aarav Bhatia (@aarav_bhatia_21), Phone: +917441143599, Email: aarav.bhatia50@secure-mail.org, Location Corridor: Chandigarh, Punjab/Haryana. Escrow settlement wallet: 0xddea587154bf8853a1f5a78a666f801122471f68. Valuation: INR 75,000."
6042,Sunita Mehta,@sunita_mehta_76,"Patna, Bihar",+917653580238,sunita.mehta638@secure-mail.org,0x176e2756e6f3fed9a6cce7bf6e05d8a9c6ef7108,25000,2025-12-13T10:42:16,Crypto Exchange Node,"Consignment transit record #6042. Operative Contact: Sunita Mehta (@sunita_mehta_76), Phone: +917653580238, Email: sunita.mehta638@secure-mail.org, Location Corridor: Patna, Bihar. Escrow settlement wallet: 0x176e2756e6f3fed9a6cce7bf6e05d8a9c6ef7108. Valuation: INR 25,000."
6043,Nikhil Reddy,@nikhil_reddy_77,"Ranchi, Jharkhand",+916188140502,nikhil.reddy199@secure-mail.org,0x7034af5e24bbb07b92bcfef4ecf33223a618bff5,850000,2026-01-23T13:12:35,Freight & Escrow Hub,"Consignment transit record #6043. Operative Contact: Nikhil Reddy (@nikhil_reddy_77), Phone: +916188140502, Email: nikhil.reddy199@secure-mail.org, Location Corridor: Ranchi, Jharkhand. Escrow settlement wallet: 0x7034af5e24bbb07b92bcfef4ecf33223a618bff5. Valuation: INR 850,000."
6044,Dev Deshmukh,@dev_deshmukh_12,"Dhanbad, Jharkhand",+916849746325,dev.deshmukh764@secure-mail.org,0x2210a4ef892ea45fe6dd41135da277c20827663b,850000,2025-02-20T07:25:55,Freight & Escrow Hub,"Consignment transit record #6044. Operative Contact: Dev Deshmukh (@dev_deshmukh_12), Phone: +916849746325, Email: dev.deshmukh764@secure-mail.org, Location Corridor: Dhanbad, Jharkhand. Escrow settlement wallet: 0x2210a4ef892ea45fe6dd41135da277c20827663b. Valuation: INR 850,000."
6045,Tanvi Saxena,@tanvi_saxena_46,"Jodhpur, Rajasthan",+919493359210,tanvi.saxena184@secure-mail.org,0x416b567aea880daacd14b633aaaeb36726401d3d,50000,2025-01-12T16:35:21,Freight & Escrow Hub,"Consignment transit record #6045. Operative Contact: Tanvi Saxena (@tanvi_saxena_46), Phone: +919493359210, Email: tanvi.saxena184@secure-mail.org, Location Corridor: Jodhpur, Rajasthan. Escrow settlement wallet: 0x416b567aea880daacd14b633aaaeb36726401d3d. Valuation: INR 50,000."
6046,Tanvi Singh,@tanvi_singh_92,"Bhopal, Madhya Pradesh",+918852904575,tanvi.singh348@secure-mail.org,0x7aa883ad1278337d27bcbdd21241e07b940e2c9a,250000,2025-02-18T03:09:47,Metro Corridor Relay,"Consignment transit record #6046. Operative Contact: Tanvi Singh (@tanvi_singh_92), Phone: +918852904575, Email: tanvi.singh348@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0x7aa883ad1278337d27bcbdd21241e07b940e2c9a. Valuation: INR 250,000."
6047,Arjun Kapoor,@arjun_kapoor_60,"Hubli-Dharwad, Karnataka",+918606155472,arjun.kapoor858@secure-mail.org,0x6cdc040cdf787fafc565b4d5f9fad12e06caaa3d,25000,2025-03-18T23:39:19,Public Transit Logistics,"Consignment transit record #6047. Operative Contact: Arjun Kapoor (@arjun_kapoor_60), Phone: +918606155472, Email: arjun.kapoor858@secure-mail.org, Location Corridor: Hubli-Dharwad, Karnataka. Escrow settlement wallet: 0x6cdc040cdf787fafc565b4d5f9fad12e06caaa3d. Valuation: INR 25,000."
6048,Manish Mehta,@manish_mehta_58,"Gwalior, Madhya Pradesh",+917967601374,manish.mehta298@secure-mail.org,0x84ff66a1522664c88866abb900e4f6d513421c41,500000,2025-10-05T03:10:26,Global Trade Intercepts,"Consignment transit record #6048. Operative Contact: Manish Mehta (@manish_mehta_58), Phone: +917967601374, Email: manish.mehta298@secure-mail.org, Location Corridor: Gwalior, Madhya Pradesh. Escrow settlement wallet: 0x84ff66a1522664c88866abb900e4f6d513421c41. Valuation: INR 500,000."
6049,Farhan Chawla,@farhan_chawla_26,"Thane, Maharashtra",+919055146834,farhan.chawla997@secure-mail.org,0x0d1fc54ccfbe01a864a3eb399dde84d5feacf660,250000,2025-01-17T22:16:04,Encrypted Comm Desk,"Consignment transit record #6049. Operative Contact: Farhan Chawla (@farhan_chawla_26), Phone: +919055146834, Email: farhan.chawla997@secure-mail.org, Location Corridor: Thane, Maharashtra. Escrow settlement wallet: 0x0d1fc54ccfbe01a864a3eb399dde84d5feacf660. Valuation: INR 250,000."
6050,Meera Rao,@meera_rao_86,"Jabalpur, Madhya Pradesh",+919722035842,meera.rao760@secure-mail.org,0x934b7c5e10e6b9fbabaf66a8001e4eabc699ed5c,120000,2025-08-28T05:36:22,Freight & Escrow Hub,"Consignment transit record #6050. Operative Contact: Meera Rao (@meera_rao_86), Phone: +919722035842, Email: meera.rao760@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0x934b7c5e10e6b9fbabaf66a8001e4eabc699ed5c. Valuation: INR 120,000."
6051,Neha Bhatia,@neha_bhatia_12,"Bhopal, Madhya Pradesh",+918870671012,neha.bhatia502@secure-mail.org,0x8a79f3948e484fdb797a4e157e9b1dd0b7199c10,50000,2026-02-07T09:43:30,CyberShield Advisory,"Consignment transit record #6051. Operative Contact: Neha Bhatia (@neha_bhatia_12), Phone: +918870671012, Email: neha.bhatia502@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0x8a79f3948e484fdb797a4e157e9b1dd0b7199c10. Valuation: INR 50,000."
6052,Rohan Mehta,@rohan_mehta_68,"Patna, Bihar",+919835571812,rohan.mehta891@secure-mail.org,0x9f61853c648930b94e0484eddf849dd33a6fb158,500000,2026-01-03T16:19:12,Supply Chain Monitor,"Consignment transit record #6052. Operative Contact: Rohan Mehta (@rohan_mehta_68), Phone: +919835571812, Email: rohan.mehta891@secure-mail.org, Location Corridor: Patna, Bihar. Escrow settlement wallet: 0x9f61853c648930b94e0484eddf849dd33a6fb158. Valuation: INR 500,000."
